name,gender,age,class,embarked,country,ticketno,fare,survived,pclass,crew
"Revell, Mr. William James Francis",male,31,victualling crew,B,England,,,0,,victualling crew
"Ricaldone, Sig. Rinaldo Renato",male,22,restaurant staff,S,England,,,0,,restaurant staff
"Rice, Mr. Charles",male,32,engineering crew,S,England,,,1,,engineering crew
"Rice, Mr. John Reginald",male,25,victualling crew,S,England,,,0,,victualling crew
"Rice, Mr. Percy",male,19,victualling crew,S,England,,,0,,victualling crew
"Richards, Mr. Joseph James",male,30,engineering crew,S,England,,,0,,engineering crew
"Rickman, Mr. George Albert",male,36,engineering crew,S,England,,,0,,engineering crew
"Ricks, Mr. Cyril Gordon",male,22,victualling crew,S,England,,,0,,victualling crew
"Ridout, Mr. Walter George",male,30,victualling crew,S,England,,,0,,victualling crew
"Rigozzi, Sig. Abele",male,22,restaurant staff,S,England,,,0,,restaurant staff
"Rimmer, Mr. Gilbert",male,29,victualling crew,S,England,,,0,,victualling crew
"Roberton, Mr. George Edward",male,19,victualling crew,S,England,,,0,,victualling crew
"Roberts, Mr. Frank John",male,37,victualling crew,B,England,,,0,,victualling crew
"Roberts, Mr. Hugh H.",male,40,victualling crew,B,Wales,,,0,,victualling crew
"Roberts, Mr. Robert George",male,35,engineering crew,S,England,,,0,,engineering crew
"Roberts, Mrs. Mary Kezia",female,41,victualling crew,S,England,,,1,,victualling crew
"Robinson, Mr. James William",male,30,victualling crew,S,England,,,0,,victualling crew
"Robinson, Mrs. Annie",female,41,victualling crew,S,England,,,1,,victualling crew
"Rogers, Mr. Edward James William",male,31,victualling crew,S,England,,,0,,victualling crew
"Rogers, Mr. Michael",male,27,victualling crew,S,Ireland,,,0,,victualling crew
"Ross, Mr. Horace Leopold",male,36,victualling crew,S,England,,,1,,victualling crew
"Rotta, Sig. Angelo Mario",male,23,restaurant staff,S,England,,,0,,restaurant staff
"Rous, Mr. Arthur John",male,26,engineering crew,B,England,,,0,,engineering crew
"Rousseau, Mr. Pierre",male,49,restaurant staff,S,England,,,0,,restaurant staff
"Rowe, Mr. Edgar Maurice",male,31,victualling crew,B,England,,,0,,victualling crew
"Rowe, Mr. George Thomas",male,32,deck crew,B,England,,,1,,deck crew
"Rudd, Mr. Henry",male,24,engineering crew,S,England,,,0,,engineering crew
"Rule, Mr. Samuel James",male,58,victualling crew,B,England,,,1,,victualling crew
"Russell, Mr. Boysie Richard",male,17,victualling crew,S,England,,,0,,victualling crew
"Rutter, Mr. Sidney Frank",male,27,engineering crew,S,England,,,0,,engineering crew
"Ryan, Mr. Thomas",male,28,victualling crew,S,Channel Islands,,,0,,victualling crew
"Ryerson, Mr. William Edwy",male,33,victualling crew,S,Canada,,,1,,victualling crew
"Saccaggi, Sig. Giovanni Giuseppe Emilio",male,24,restaurant staff,S,Italy,,,0,,restaurant staff
"Salussolia, Sig. Govanni",male,25,restaurant staff,S,England,,,0,,restaurant staff
"Samuel, Mr. Owen Wilmore",male,47,victualling crew,S,Wales,,,0,,victualling crew
"Sangster, Mr. Charles Edward",male,30,engineering crew,S,England,,,0,,engineering crew
"Sartori, Sig. Lazar",male,24,restaurant staff,S,England,,,0,,restaurant staff
"Saunders, Mr. D. E.",male,26,victualling crew,S,England,,,0,,victualling crew
"Saunders, Mr. F.",male,22,engineering crew,S,England,,,0,,engineering crew
"Saunders, Mr. W.",male,23,engineering crew,S,England,,,0,,engineering crew
"Saunders, Mr. Walter Ernest",male,23,engineering crew,S,England,,,0,,engineering crew
"Savage, Mr. Charles Joseph",male,23,victualling crew,S,England,,,1,,victualling crew
"Sawyer, Mr. Robert James",male,31,deck crew,S,England,,,0,,deck crew
"Scarrott, Mr. Joseph George",male,33,deck crew,S,England,,,1,,deck crew
"Scavino, Sig. Candido",male,42,restaurant staff,S,Italy,,,0,,restaurant staff
"Scott, Mr. Archibald",male,41,engineering crew,S,Northern Ireland,,,0,,engineering crew
"Scott, Mr. Frederick William",male,28,engineering crew,S,England,,,1,,engineering crew
"Scott, Mr. John",male,20,victualling crew,S,England,,,0,,victualling crew
"Scovell, Mr. Robert",male,55,victualling crew,S,England,,,0,,victualling crew
"Sedunary, Mr. Samuel Francis",male,25,victualling crew,S,England,,,0,,victualling crew
"Self, Mr. Albert Charles Edward",male,24,engineering crew,S,England,,,1,,engineering crew
"Self, Mr. Alfred Henry",male,40,engineering crew,S,England,,,0,,engineering crew
"Senior, Mr. Harry",male,31,engineering crew,S,England,,,1,,engineering crew
"Sesia, Sig. Giacomo",male,24,restaurant staff,S,England,,,0,,restaurant staff
"Seward, Mr. Wilfred Deable",male,25,victualling crew,S,England,,,1,,victualling crew
"Shaw, Mr. Henry",male,42,victualling crew,S,England,,,0,,victualling crew
"Shea, Mr. John Joseph",male,40,victualling crew,B,England,,,0,,victualling crew
"Shea, Mr. Thomas",male,32,engineering crew,S,England,,,0,,engineering crew
"Sheath, Mr. Frederick",male,20,engineering crew,S,England,,,1,,engineering crew
"Shepherd, Mr. Jonathan",male,32,engineering crew,S,England,,,0,,engineering crew
"Shiers, Mr. Alfred Charles",male,25,engineering crew,S,England,,,1,,engineering crew
"Shillabeer, Mr. Charles Frederick",male,19,engineering crew,S,England,,,0,,engineering crew
"Siebert, Mr. Sidney Conrad",male,29,victualling crew,B,England,,,0,,victualling crew
"Simmons, Mr. Andrew George James",male,31,victualling crew,S,England,,,1,,victualling crew
"Simmons, Mr. Frederick Charles",male,24,victualling crew,S,England,,,0,,victualling crew
"Simmons, Mr. William Simon C.",male,37,victualling crew,S,England,,,0,,victualling crew
"Simpson, Dr. John Edward",male,37,deck crew,S,Northern Ireland,,,0,,deck crew
"Sivier, Mr. William",male,23,victualling crew,S,England,,,0,,victualling crew
"Skeates, Mr. William",male,23,engineering crew,S,England,,,0,,engineering crew
"Skinner, Mr. Edward",male,41,victualling crew,B,England,,,0,,victualling crew
"Slight, Mr. Harry John",male,33,victualling crew,S,England,,,0,,victualling crew
"Slight, Mr. William Henry James",male,36,victualling crew,B,England,,,0,,victualling crew
"Sloan, Miss. Mary",female,28,victualling crew,S,Northern Ireland,,,1,,victualling crew
"Sloan, Mr. Peter",male,31,engineering crew,B,England,,,0,,engineering crew
"Slocombe, Mrs. Maude Louise",female,30,victualling crew,S,England,,,1,,victualling crew
"Small, Mr. William",male,40,engineering crew,S,England,,,0,,engineering crew
"Smillie, Mr. John",male,29,victualling crew,B,Scotland,,,0,,victualling crew
"Smith, Captain. Edward John",male,62,deck crew,S,England,,,0,,deck crew
"Smither, Mr. Harry James",male,22,engineering crew,S,England,,,0,,engineering crew
"Smith, Miss. Katherine Elizabeth",female,45,victualling crew,S,England,,,1,,victualling crew
"Smith, Mr. Charles Edwin",male,40,victualling crew,S,England,,,0,,victualling crew
"Smith, Mr. Charles Henry James",male,38,victualling crew,S,England,,,0,,victualling crew
"Smith, Mr. Emest George",male,27,engineering crew,S,England,,,0,,engineering crew
"Smith, Mr. F.",male,20,victualling crew,B,England,,,0,,victualling crew
"Smith, Mr. James Muil",male,39,engineering crew,B,Scotland,,,0,,engineering crew
"Smith, Mr. James William",male,24,victualling crew,S,England,,,0,,victualling crew
"Smith, Mr. John Richard Jago",male,35,victualling crew,S,,,,0,,victualling crew
"Smith, Mr. Reginald George",male,33,victualling crew,S,England,,,0,,victualling crew
"Smith, Mr. William",male,26,deck crew,S,England,,,0,,deck crew
"Snape, Mrs. Lucy Violet",female,22,victualling crew,S,England,,,0,,victualling crew
"Snellgrove, Mr. George",male,41,engineering crew,S,England,,,0,,engineering crew
"Snooks, Mr. W.",male,26,engineering crew,S,England,,,0,,engineering crew
"Snow, Mr. Eustace Philip",male,21,engineering crew,S,England,,,1,,engineering crew
"Sparkman, Mr. Henry William",male,36,engineering crew,S,England,,,1,,engineering crew
"Stagg, Mr. John Henry",male,38,victualling crew,S,England,,,0,,victualling crew
"Stanbrook, Mr. Augustus George",male,31,engineering crew,S,England,,,0,,engineering crew
"Stap, Miss. Sarah Agnes",female,47,victualling crew,S,England,,,1,,victualling crew
"Stebbings, Mr. Sydney Frederick",male,36,victualling crew,B,England,,,0,,victualling crew
"Steel, Mr. Robert Edward",male,30,engineering crew,S,,,,0,,engineering crew
"Stewart, Mr. John",male,28,victualling crew,B,Scotland,,,1,,victualling crew
"Stocker, Mr. Henry Dorey",male,20,engineering crew,S,England,,,0,,engineering crew
"Stone, Mr. Edmund",male,33,victualling crew,S,England,,,0,,victualling crew
"Stone, Mr. Edward Thomas",male,29,victualling crew,S,England,,,0,,victualling crew
"Street, Mr. Thomas Albert",male,25,engineering crew,S,England,,,1,,engineering crew
"Stroud, Mr. Edward Alfred Orlando",male,19,victualling crew,S,England,,,0,,victualling crew
"Stroud, Mr. Harry John",male,35,victualling crew,S,England,,,0,,victualling crew
"Strugnell, Mr. John Herbert",male,34,victualling crew,B,England,,,0,,victualling crew
"Stubbings, Mr. Harry Robert",male,31,victualling crew,B,England,,,0,,victualling crew
"Stubbs, Mr. James Henry",male,28,engineering crew,S,England,,,0,,engineering crew
"Sullivan, Mr. S.",male,25,engineering crew,S,England,,,0,,engineering crew
"Swan, Mr. William",male,48,victualling crew,B,Northern Ireland,,,0,,victualling crew
"Symonds, Mr. John Crane",male,45,victualling crew,B,England,,,0,,victualling crew
"Symons, Mr. George Thomas Macdonald",male,24,deck crew,S,England,,,1,,deck crew
"Talbot, Mr. George Frederick Charles",male,20,victualling crew,S,England,,,0,,victualling crew
"Tamlyn, Mr. Frederick",male,24,deck crew,S,England,,,0,,deck crew
"Taylor, Mr. Bernard Cuthbert",male,22,victualling crew,S,England,,,0,,victualling crew
"Taylor, Mr. Charles William Frederick",male,40,deck crew,S,England,,,0,,deck crew
"Taylor, Mr. George",male,24,engineering crew,S,England,,,1,,engineering crew
"Taylor, Mr. J.",male,42,engineering crew,S,England,,,0,,engineering crew
"Taylor, Mr. John Henry",male,49,engineering crew,S,England,,,0,,engineering crew
"Taylor, Mr. Leonard",male,19,victualling crew,S,England,,,0,,victualling crew
"Taylor, Mr. William Henry",male,28,engineering crew,S,England,,,1,,engineering crew
"Taylor, Mr. William John",male,32,victualling crew,S,England,,,0,,victualling crew
"Terrell, Mr. Bertram",male,19,deck crew,S,England,,,0,,deck crew
"Terrell, Mr. Frank",male,27,victualling crew,S,England,,,1,,victualling crew
"Testoni, Sig. Ercole",male,23,restaurant staff,S,England,,,0,,restaurant staff
"Teuton, Mr. Thomas Moore",male,35,victualling crew,S,England,,,0,,victualling crew
"Thaler, Mr. Montague Donald",male,17,victualling crew,S,England,,,0,,victualling crew
"Theissinger, Mr. Alfred",male,46,victualling crew,S,England,,,1,,victualling crew
"Thomas, Mr. Albert Charles",male,23,victualling crew,S,England,,,1,,victualling crew
"Thomas, Mr. Benjamin James",male,30,victualling crew,B,England,,,1,,victualling crew
"Thomas, Mr. Joseph Wakefield",male,24,engineering crew,S,England,,,0,,engineering crew
"Thompson, Mr. Herbert Henry",male,25,victualling crew,B,England,,,0,,victualling crew
"Thompson, Mr. John William",male,35,engineering crew,S,England,,,1,,engineering crew
"Thorley, Mr. William",male,39,victualling crew,S,England,,,0,,victualling crew
"Thorn, Mr. Harry",male,25,victualling crew,S,England,,,0,,victualling crew
"Threlfall, Mr. Thomas",male,44,engineering crew,S,England,,,1,,engineering crew
"Thresher, Mr. George Terrill",male,25,engineering crew,S,England,,,1,,engineering crew
"Tietz, Sig. Carlo/Karl",male,27,restaurant staff,S,England,,,0,,restaurant staff
"Tizard, Mr. Arthur Leopold",male,31,engineering crew,S,England,,,0,,engineering crew
"Toms, Mr. Fred",male,29,victualling crew,B,England,,,1,,victualling crew
"Topp, Mr. Thomas",male,28,victualling crew,S,England,,,0,,victualling crew
"Toshack, Mr. James Adamson",male,30,victualling crew,S,Scotland,,,0,,victualling crew
"Tozer, Mr. James",male,32,engineering crew,S,England,,,0,,engineering crew
"Triggs, Mr. Reuben Robert",male,39,engineering crew,S,England,,,1,,engineering crew
"Turley, Mr. Richard",male,37,engineering crew,B,Ireland,,,0,,engineering crew
"Turner, Mr. George Frederick",male,42,victualling crew,S,England,,,0,,victualling crew
"Turner, Mr. Leopold Olerenshaw",male,28,victualling crew,B,England,,,0,,victualling crew
"Turvey, Mr. Charles Thomas",male,17,restaurant staff,S,England,,,0,,restaurant staff
"Urbini, Sig. Roberto",male,20,restaurant staff,S,Italy,,,0,,restaurant staff
"Valvassori, Sig. Ettore Luigi",male,35,restaurant staff,S,England,,,0,,restaurant staff
"van der Brugge, Mr. Wessel Adrianus",male,38,engineering crew,S,Netherlands,,,0,,engineering crew
"Veal, Mr. Arthur",male,36,engineering crew,S,England,,,0,,engineering crew
"Veal, Mr. Thomas Henry Edom",male,38,victualling crew,S,England,,,0,,victualling crew
"Vear, Mr. Henry",male,33,engineering crew,S,England,,,0,,engineering crew
"Vear, Mr. William",male,34,engineering crew,S,England,,,0,,engineering crew
"Vicat, Sig. Alphonse Jean Eugene",male,21,restaurant staff,S,England,,,0,,restaurant staff
"Vigott, Mr. Philip Francis",male,32,deck crew,S,Channel Islands,,,1,,deck crew
"Villvarlange, Mr. Pierre Léon Gabriel",male,19,restaurant staff,S,England,,,0,,restaurant staff
"Vine, Mr. Herbert Thomas Gordon",male,18,restaurant staff,S,England,,,0,,restaurant staff
"Vioni, Sig. Roberto",male,25,restaurant staff,S,Italy,,,0,,restaurant staff
"Voegelin-Dubach, Sig. Johannes",male,35,restaurant staff,S,England,,,0,,restaurant staff
"Wake, Mr. Percy",male,37,victualling crew,S,England,,,0,,victualling crew
"Wallis, Mrs. Catherine Jane",female,36,victualling crew,S,England,,,0,,victualling crew
"Walpole, Mr. James",male,48,victualling crew,B,England,,,0,,victualling crew
"Walsh, Miss. Catherine",female,32,victualling crew,S,Ireland,,,0,,victualling crew
"Ward, Mr. Arthur",male,23,engineering crew,B,England,,,0,,engineering crew
"Ward, Mr. Edward",male,34,victualling crew,B,England,,,0,,victualling crew
"Ward, Mr. James William",male,31,engineering crew,S,England,,,0,,engineering crew
"Ward, Mr. Percy Thomas",male,40,victualling crew,B,England,,,0,,victualling crew
"Ward, Mr. William",male,37,victualling crew,S,England,,,1,,victualling crew
"Wardner, Mr. Fred Albert",male,40,engineering crew,S,England,,,0,,engineering crew
"Wareham, Mr. Robert Arthur",male,37,victualling crew,B,England,,,0,,victualling crew
"Warwick, Mr. Tom",male,26,victualling crew,S,England,,,0,,victualling crew
"Wateridge, Mr. Edward Lewis",male,26,engineering crew,S,England,,,0,,engineering crew
"Watson, Mr. William Albert",male,15,victualling crew,S,England,,,0,,victualling crew
"Watson, Mr. Willim",male,27,engineering crew,S,England,,,0,,engineering crew
"Weatherston, Mr. Thomas Herbert",male,25,victualling crew,B,England,,,0,,victualling crew
"Webber, Mr. Francis Albert",male,31,engineering crew,S,England,,,0,,engineering crew
"Webb, Mr. Brook Holding",male,50,victualling crew,B,England,,,0,,victualling crew
"Webb, Mr. Samuel Francis",male,28,engineering crew,S,England,,,0,,engineering crew
"Weikman, Mr. Augustus Henry",male,52,victualling crew,S,United States,,,1,,victualling crew
"Welch, Mr. William Harold",male,21,victualling crew,S,England,,,0,,victualling crew
"Weller, Mr. William Clifford",male,30,deck crew,B,England,,,1,,deck crew
"Wheat, Mr. Joseph Thomas",male,30,victualling crew,B,England,,,1,,victualling crew
"Wheelton, Mr. Edneser Edward",male,29,victualling crew,B,England,,,1,,victualling crew
"Whiteley, Mr. Thomas Arthur",male,18,victualling crew,S,England,,,1,,victualling crew
"White, Mr. Albert",male,21,engineering crew,S,England,,,0,,engineering crew
"White, Mr. Alfred",male,32,engineering crew,S,England,,,1,,engineering crew
"White, Mr. Arthur",male,37,victualling crew,S,England,,,0,,victualling crew
"White, Mr. Edward Joseph",male,27,victualling crew,S,England,,,0,,victualling crew
"White, Mr. Frank Leonard",male,28,engineering crew,S,England,,,0,,engineering crew
"White, Mr. Leonard Lisle Oliver",male,32,victualling crew,B,Australia,,,0,,victualling crew
"White, Mr. William George",male,23,engineering crew,S,England,,,1,,engineering crew
"Whitford, Mr. Alfred Henry",male,39,victualling crew,S,England,,,0,,victualling crew
"Widgery, Mr. Isaac George",male,37,victualling crew,S,England,,,1,,victualling crew
"Wilde, Mr. Henry Tingle",male,39,deck crew,S,England,,,0,,deck crew
"Williams, Mr. Arthur John",male,42,victualling crew,S,England,,,0,,victualling crew
"Williams, Mr. Samuel Solomon",male,26,engineering crew,S,England,,,0,,engineering crew
"Williams, Mr. Walter John",male,28,victualling crew,S,England,,,1,,victualling crew
"Williamson, Mr. James Bertram",male,35,victualling crew,S,Ireland,,,0,,victualling crew
"Willis, Mr. William",male,59,victualling crew,S,England,,,0,,victualling crew
"Willsher, Mr. William Aubrey",male,34,victualling crew,S,England,,,0,,victualling crew
"Wilson, Mr. Herbert 'Bertie'",male,28,engineering crew,B,England,,,0,,engineering crew
"Wilton, Mr. William Edward",male,53,engineering crew,S,England,,,0,,engineering crew
"Windebank, Mr. Alfred Edgar",male,38,victualling crew,S,England,,,1,,victualling crew
"Winser, Mr. Rowland",male,36,victualling crew,S,England,,,0,,victualling crew
"Witcher, Mr. Albert Ernest",male,39,engineering crew,S,England,,,0,,engineering crew
"Witter, Mr. James William Cheetham",male,31,victualling crew,S,England,,,1,,victualling crew
"Wittman, Mr. Henry",male,39,victualling crew,S,Austria,,,0,,victualling crew
"Witt, Mr. Henry Dennis",male,37,engineering crew,S,England,,,0,,engineering crew
"Witts, Mr. William Francis",male,35,engineering crew,S,England,,,0,,engineering crew
"Woodford, Mr. Frederick Ernest",male,40,engineering crew,S,England,,,0,,engineering crew
"Wood, Mr. Henry",male,31,engineering crew,S,England,,,0,,engineering crew
"Wood, Mr. James Thomas",male,49,victualling crew,S,England,,,0,,victualling crew
"Woody, Mr. Oscar Scott",male,41,victualling crew,S,United States,,,0,,victualling crew
"Wormald, Mr. Henry Frederick Charles",male,45,victualling crew,S,England,,,0,,victualling crew
"Worthman, Mr. William Henry",male,37,engineering crew,S,England,,,0,,engineering crew
"Wrapson, Mr. Frederick Bernard",male,19,victualling crew,B,England,,,0,,victualling crew
"Wright, Mr. Frederick",male,24,victualling crew,S,England,,,0,,victualling crew
"Wright, Mr. William",male,40,victualling crew,S,England,,,1,,victualling crew
"Wyeth, Mr. James Robert",male,26,engineering crew,S,England,,,0,,engineering crew
"Wynn, Mr. Walter",male,41,deck crew,B,England,,,1,,deck crew
"Yearsley, Mr. Harry",male,40,victualling crew,S,England,,,1,,victualling crew
"Young, Mr. Francis James",male,32,engineering crew,S,England,,,0,,engineering crew
"Zanetti, Sig. Minio",male,20,restaurant staff,S,England,,,0,,restaurant staff
"Zarracchi, Sig. L.",male,26,restaurant staff,S,England,,,0,,restaurant staff
